区县,初级中学,高中学校,录取分数线,是否完成,招生计划数,总分,语文,数学,英语
宝山区,上海市月浦实验学校,上海大学附属中学,712.5,否,50,379.5,119,118,136
宝山区,上海市月浦实验学校,上海师范大学附属中学宝山分校,729.5,否,50,404.5,132,130,136
宝山区,上海市月浦实验学校,上海市吴淞中学,717,否,50,387,130,121,137
宝山区,上海市月浦实验学校,华东师范大学第二附属中学,759,否,50,420,143,132,140
宝山区,上海市宝钢新世纪学校,上海市行知中学,738,否,50,413,142,126,133
宝山区,上海市宝钢新世纪学校,上海大学附属中学,711,否,50,386,129,123,136
宝山区,上海市宝钢新世纪学校,上海师范大学附属中学宝山分校,732.5,否,50,401,137,128,138
宝山区,上海市宝钢新世纪学校,上海市吴淞中学,720.5,否,50,402.5,128,128,124
宝山区,上海市吴淞实验学校,上海市行知中学,732,否,50,409,143,126,130
宝山区,上海市吴淞实验学校,上海大学附属中学,700,否,50,386,123,125,121
宝山区,上海市吴淞实验学校,上海师范大学附属中学宝山分校,724,否,50,401,139,122,134
宝山区,上海市吴淞实验学校,上海市吴淞中学,715,否,50,393,135,120,131
宝山区,上海市宝山区天馨学校,上海市行知中学,719,否,50,399,134,124,129
宝山区,上海市宝山区天馨学校,上海大学附属中学,701,否,50,385.5,129,115,125
宝山区,上海市宝山区天馨学校,上海师范大学附属中学宝山分校,714.5,否,50,396.5,140,123,120
宝山区,上海市宝山区天馨学校,上海市吴淞中学,704.5,否,50,386,131,118,128
宝山区,上海市宝山区共富实验学校,上海市行知中学,724.5,否,50,398,134,125,134
宝山区,上海市宝山区共富实验学校,上海大学附属中学,714.5,否,50,385.5,132,117,136
宝山区,上海市宝山区共富实验学校,上海师范大学附属中学宝山分校,730,否,50,396,129,126,140
宝山区,上海市宝山区共富实验学校,上海市吴淞中学,710,否,50,385,126,121,137
宝山区,华东师范大学宝山实验学校,上海市行知中学,729,否,50,403,135,127,135
宝山区,华东师范大学宝山实验学校,上海大学附属中学,707.5,否,50,388,112,134,124
宝山区,华东师范大学宝山实验学校,上海师范大学附属中学宝山分校,739.5,否,50,404.5,150,113,140
宝山区,华东师范大学宝山实验学校,上海市吴淞中学,706.5,否,50,387.5,129,122,127
宝山区,上海大学附属学校,上海市行知中学,728,否,50,395,133,119,141
宝山区,上海大学附属学校,上海大学附属中学,718.5,否,50,396.5,139,116,136
宝山区,上海大学附属学校,上海师范大学附属中学宝山分校,725,否,50,400,136,125,135
宝山区,上海大学附属学校,上海市吴淞中学,706,否,50,385,134,118,126
宝山区,上海农场学校,上海交通大学附属中学,747.5,否,50,413.5,139,134,138
宝山区,上海农场学校,上海大学附属中学,690.5,否,50,375.5,124,119,120
宝山区,上海农场学校,上海师范大学附属中学宝山分校,729.5,否,50,398.5,135,127,141
宝山区,上海农场学校,上海市吴淞中学,683.5,否,50,376.5,125,119,121
宝山区,上海市宝山区馨家园学校,上海市行知中学,717,否,50,391.5,136,123,135
宝山区,上海市宝山区馨家园学校,上海大学附属中学,707.5,否,50,388.5,128,117,123
宝山区,上海市宝山区馨家园学校,上海师范大学附属中学宝山分校,724,否,50,403,134,129,127
宝山区,上海市宝山区馨家园学校,上海市吴淞中学,695.5,否,50,382.5,111,134,121
宝山区,上海市宝山区淞谊实验学校,上海市行知中学,687.5,否,50,379.5,122,127,118
宝山区,上海市宝山区淞谊实验学校,上海大学附属中学,703.5,否,50,393,136,119,126
宝山区,上海市宝山区淞谊实验学校,上海师范大学附属中学宝山分校,687,否,50,375.5,126,122,123
宝山区,上海市宝山区淞谊实验学校,上海市吴淞中学,708.5,否,50,386.5,124,123,129
宝山区,上海市宝山区鹿鸣学校,上海市行知中学,726,否,50,396,128,129,136
宝山区,上海市宝山区鹿鸣学校,上海大学附属中学,708,否,50,378.5,132,115,137
宝山区,上海市宝山区鹿鸣学校,上海师范大学附属中学宝山分校,705,否,50,382.5,133,118,130
宝山区,上海市宝山区鹿鸣学校,上海市吴淞中学,706,否,50,385,137,117,131
宝山区,上海市宝山区庙行实验学校,上海市行知中学,725.5,否,50,402,135,128,130
宝山区,上海市宝山区庙行实验学校,上海大学附属中学,706.5,否,50,389.5,122,124,122
宝山区,上海市宝山区庙行实验学校,上海师范大学附属中学宝山分校,726.5,否,50,397.5,137,119,133
宝山区,上海市宝山区庙行实验学校,上海市吴淞中学,706.5,否,50,397.5,130,130,120
宝山区,上海市宝山区顾村实验学校,上海市行知中学,732,否,50,398,132,120,134
宝山区,上海市宝山区顾村实验学校,上海大学附属中学,704.5,否,50,387.5,133,134,124
宝山区,上海市宝山区顾村实验学校,上海师范大学附属中学宝山分校,743,否,50,408,134,128,141
宝山区,上海市宝山区顾村实验学校,上海市吴淞中学,706.5,否,50,386.5,133,117,130
宝山区,上海市教育学会宝山实验学校,上海市行知中学,733.5,否,50,412,139,130,129
宝山区,上海市教育学会宝山实验学校,上海大学附属中学,719.5,否,50,402,132,130,126
宝山区,上海市教育学会宝山实验学校,上海师范大学附属中学宝山分校,723.5,否,50,398.5,133,118,131
宝山区,上海市教育学会宝山实验学校,上海市吴淞中学,701,否,50,385.5,123,126,121
宝山区,上海市宝山区行知外国语学校,上海市行知中学,717.5,否,50,399,136,126,132
宝山区,上海市宝山区行知外国语学校,上海大学附属中学,713,否,50,396,122,133,121
宝山区,上海市宝山区行知外国语学校,上海师范大学附属中学宝山分校,737,否,50,408,141,129,133
宝山区,上海市宝山区行知外国语学校,上海市吴淞中学,708,否,50,384,135,115,136
宝山区,上海市宝山区新民实验学校,上海市行知中学,702.5,否,50,379,122,118,131
宝山区,上海市宝山区新民实验学校,上海大学附属中学,711.5,否,50,381.5,137,123,135
宝山区,上海市宝山区新民实验学校,上海师范大学附属中学宝山分校,718,否,50,398.5,137,121,129
宝山区,上海市宝山区新民实验学校,上海市吴淞中学,707,否,50,389,132,124,126
宝山区,上海市刘行新华实验学校,上海市行知中学,731,否,50,399,134,124,139
宝山区,上海市刘行新华实验学校,上海大学附属中学,713,否,50,398.5,127,127,124
宝山区,上海市刘行新华实验学校,上海师范大学附属中学宝山分校,741.5,否,50,409.5,138,129,137
宝山区,上海市刘行新华实验学校,上海市吴淞中学,710.5,否,50,388,129,118,132
宝山区,上海民办华曜宝山实验学校,上海市行知中学,736,否,50,404,131,128,134
宝山区,上海民办华曜宝山实验学校,上海大学附属中学,717.5,否,50,396.5,121,128,133
宝山区,上海民办华曜宝山实验学校,上海师范大学附属中学宝山分校,736,否,50,401,133,127,140
宝山区,上海民办华曜宝山实验学校,上海市吴淞中学,706,否,50,389,126,122,121
宝山区,上海大学附属宝山外国语学校,上海市行知中学,723,否,50,392,128,122,135
宝山区,上海大学附属宝山外国语学校,上海大学附属中学,707.5,否,50,391.5,130,121,120
宝山区,上海大学附属宝山外国语学校,上海师范大学附属中学宝山分校,707.5,否,50,385.5,122,126,126
宝山区,上海大学附属宝山外国语学校,上海市吴淞中学,706.5,否,50,395.5,138,116,119
宝山区,上海民办至德实验学校,上海市行知中学,739,否,50,406.5,138,128,140
宝山区,上海民办至德实验学校,上海大学附属中学,712,否,50,383.5,119,124,135
宝山区,上海民办至德实验学校,上海师范大学附属中学宝山分校,728.5,否,50,398,131,128,136
宝山区,上海民办至德实验学校,上海市吴淞中学,719,否,50,397.5,128,128,130
宝山区,上海民办至德实验学校,华东师范大学第二附属中学,758,否,50,418,144,127,143
宝山区,上海宝山区世外学校,上海市行知中学,737.5,否,50,414.5,141,130,132
宝山区,上海宝山区世外学校,上海大学附属中学,719,否,50,394,115,136,132
宝山区,上海宝山区世外学校,上海师范大学附属中学宝山分校,730,否,50,394,117,131,144
宝山区,上海宝山区世外学校,上海市吴淞中学,702,否,50,395,131,121,116
宝山区,上海师范大学附属宝山实验学校,上海市行知中学,730.5,否,50,397.5,130,127,141
宝山区,上海师范大学附属宝山实验学校,上海大学附属中学,723.5,否,50,399,132,127,135
宝山区,上海师范大学附属宝山实验学校,上海市吴淞中学,714,否,50,391,130,123,134
宝山区,上海师范大学附属宝山潜溪学校,上海交通大学附属中学,759,否,50,421,143,134,145
宝山区,上海师范大学附属宝山潜溪学校,上海市行知中学,719,否,50,394,129,125,135
宝山区,上海师范大学附属宝山潜溪学校,上海市吴淞中学,704.5,否,50,379,133,115,138
宝山区,上海市宝山区南大实验学校,上海市行知中学,730,否,50,404,141,126,135
宝山区,上海市宝山区南大实验学校,上海大学附属中学,713,否,50,396.5,124,134,124
宝山区,上海市宝山区南大实验学校,上海师范大学附属中学宝山分校,717,否,50,389,135,120,136
宝山区,上海市宝山区南大实验学校,上海市吴淞中学,701,否,50,375,120,121,126
宝山区,上海市存志附属宝山实验学校,上海市行知中学,724,否,50,399,134,123,132
宝山区,上海市存志附属宝山实验学校,上海大学附属中学,694.5,否,50,374.5,129,118,130
宝山区,上海市存志附属宝山实验学校,上海师范大学附属中学宝山分校,698,否,50,380.5,128,121,127
宝山区,上海市存志附属宝山实验学校,上海市吴淞中学,705.5,否,50,392.5,134,127,123
崇明区,上海市崇明区三星中学,上海市崇明中学,671.5,否,50,371.5,119,131,114
崇明区,上海市崇明区三星中学,上海市实验学校东滩高级中学,691,否,50,369.5,128,119,130
崇明区,上海市崇明区建设中学,复旦大学附属中学,713.5,否,50,382.5,126,124,139
崇明区,上海市崇明区建设中学,上海市崇明中学,704.5,否,50,386,127,124,124
崇明区,上海市崇明区建设中学,上海市实验学校东滩高级中学,711.5,否,50,393.5,122,130,126
崇明区,上海市崇明区合兴中学,上海市崇明中学,686,否,50,368,128,112,125
崇明区,上海市崇明区合兴中学,上海市实验学校东滩高级中学,710.5,否,50,388.5,122,127,127
崇明区,上海市崇明区向化中学,上海市崇明中学,681,否,50,357.5,121,111,134
崇明区,上海市崇明区向化中学,上海市实验学校东滩高级中学,689,否,50,381,132,117,122
崇明区,上海市崇明区崇东中学,上海市崇明中学,667,否,50,362,123,121,114
崇明区,上海市崇明区崇东中学,上海市实验学校东滩高级中学,698,否,50,385,133,118,124
崇明区,上海市崇明区裕安中学,上海市崇明中学,688.5,否,50,367.5,132,114,131
崇明区,上海市崇明区裕安中学,上海市实验学校东滩高级中学,707,否,50,392.5,132,122,136
崇明区,上海市崇明区实验中学,上海市崇明中学,690,否,50,384,131,115,122
崇明区,上海市崇明区实验中学,上海市实验学校东滩高级中学,709.5,否,50,394.5,142,121,122
崇明区,上海市崇明中学附属东门中学,上海市崇明中学,694.5,否,50,378.5,122,116,121
崇明区,上海市崇明中学附属东门中学,上海市实验学校东滩高级中学,723,否,50,400,132,130,131
崇明区,上海市崇明区长兴中学,上海市崇明中学,689.5,否,50,374,127,122,123
崇明区,上海市崇明区长兴中学,上海市实验学校东滩高级中学,715,否,50,394,141,123,130
崇明区,上海市崇明区长明中学,上海市崇明中学,684.5,否,50,379.5,124,125,110
崇明区,上海市崇明区长明中学,上海市实验学校东滩高级中学,713,否,50,392.5,128,125,135
崇明区,上海师范大学附属崇明正大中学,上海市上海中学,719,否,50,384,131,125,143
崇明区,上海师范大学附属崇明正大中学,上海市崇明中学,679,否,50,377.5,112,126,113
崇明区,上海师范大学附属崇明正大中学,上海市实验学校东滩高级中学,697.5,否,50,382.5,122,119,122
崇明区,上海市崇明区庙镇学校,上海市崇明中学,670.5,否,50,363,120,116,123
崇明区,上海市崇明区庙镇学校,上海市实验学校东滩高级中学,698.5,否,50,381.5,138,111,129
崇明区,上海市崇明区大新中学,上海市崇明中学,674.5,否,50,377,131,118,110
崇明区,上海市崇明区大新中学,上海市实验学校东滩高级中学,686,否,50,378,133,115,120
崇明区,上海市崇明区三烈中学,上海市崇明中学,680,否,50,355.5,113,120,130
崇明区,上海市崇明区三烈中学,上海市实验学校东滩高级中学,664.5,否,50,357.5,110,121,118
崇明区,上海市崇明区大公中学,华东师范大学第二附属中学,734.5,否,50,403.5,143,124,137
崇明区,上海市崇明区大公中学,上海市崇明中学,681,否,50,355,115,112,141
崇明区,上海市崇明区大公中学,上海市实验学校东滩高级中学,700.5,否,50,391.5,127,125,120
崇明区,上海民办民一中学,上海市崇明中学,710,否,50,394.5,129,121,122
崇明区,上海民办民一中学,上海市实验学校东滩高级中学,724.5,否,50,400.5,134,125,130
崇明区,上海市崇明区横沙中学,上海市崇明中学,665.5,否,50,358.5,127,111,117
崇明区,上海市崇明区横沙中学,上海市实验学校东滩高级中学,682,否,50,369,124,113,119
崇明区,上海新纪元双语学校,上海市崇明中学,655,否,50,351,116,116,117
崇明区,上海新纪元双语学校,上海市实验学校东滩高级中学,706.5,否,50,383.5,125,118,138
崇明区,上海市实验学校附属东滩学校,上海市崇明中学,673.5,否,50,361.5,118,120,122
崇明区,上海市实验学校附属东滩学校,上海市实验学校东滩高级中学,703.5,否,50,389.5,136,115,127
徐汇区,上海市位育初级中学,上海市第二中学,726.5,否,50,397.5,124,131,134
徐汇区,上海市位育初级中学,上海市南洋模范中学,745,否,50,401,145,121,147
徐汇区,上海市位育初级中学,上海市位育中学,739.5,否,50,407,134,129,140
徐汇区,上海市位育初级中学,复旦大学附属中学徐汇分校,755,否,50,414,145,129,144
