id,middle_school_code,high_school_code,seats,year,total_admission_score,chinese_admission_score,math_admission_score,english_admission_score,physics_admission_score,chemistry_admission_score,politics_admission_score,history_admission_score,created_at,updated_at
dd55739f-2ed5-4820-9932-6669bfd4818a,110144,153005,1,2025,707,115,131,140,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3498d414-e2e5-4478-98b2-120e1ba1c800,110144,152004,1,2025,699,126,116,129,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
a805cc1a-55af-4ebf-bac0-2f414a2124d3,110144,153004,1,2025,697,125,122,123,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
48d858b8-89da-40cf-9f96-a3826a84874c,110144,152005,1,2025,714.5,125,130,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
08e5fab8-72d6-488d-9642-e2fb386282bd,110144,151078,1,2025,704.5,127,126,126,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
504a44df-d148-4e54-9274-9e70638756a4,110144,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
58d4ae7c-39be-47da-9081-5d5fde9884a3,110069,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c593d4d7-a53c-4ea7-b3c7-84c2b9213717,110069,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
77f766e2-fde3-43be-a897-dc6545a8afe2,110069,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0fbdcbd6-e6c1-4870-baf3-3b41a0b69a16,110069,102056,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0bad8aac-e19c-4b05-b1ef-b06feb114109,110069,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
719f0b5c-1df3-4115-9846-b02be15ba8c6,110069,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f6f15e4b-84a0-4c35-84d3-95eebe34e77f,110069,152001,1,2025,705.5,130,129,125,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
10be388f-a414-4850-ad14-50aaebbe6e40,110069,152002,1,2025,678,121,119,113,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
04182343-4481-4c22-937d-0065454843ca,110069,153001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c643ca26-490e-41d2-a766-178a2f94fda5,110069,153005,1,2025,663,119,124,116,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
48b1e46d-12e0-4f9e-baab-7815dac61c82,110069,152004,1,2025,671.5,108,117,126,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
71dde554-43a2-4b68-a6fe-6230f7cec9a5,110069,153004,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
078f9f2f-ee4e-4f2c-8d72-4565ab101b01,110069,152005,1,2025,717,132,121,137.5,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6c2602d6-bd5e-407f-bf5e-f21b3e2e866f,110069,151078,1,2025,663.5,110,122,117,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4bb108fa-95c2-41c8-bf3f-6d5445b5e1ad,110069,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
454fb000-8443-457d-a00e-ce72edd780f5,110159,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d633fb86-f70a-489d-b5bb-816547c3770e,110159,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
91be46cf-7138-4ac4-be91-8bb4a7a3a73e,110159,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4e10b32e-0c70-44fc-b82c-eaf22daba125,110159,102056,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c86b01ec-7c7f-4d5a-83d1-5ed38ace9f59,110159,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
83cd1b34-1825-4a55-8710-87983f02364f,110159,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c547327b-a43a-409b-8662-bd5df54c8a43,110159,152001,1,2025,733,146,120,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b1f4684a-ebe6-477d-809c-5cf80876103c,110159,152002,1,2025,738.5,138,125,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
318634da-46d2-420c-9cb0-26a75759008e,110159,153001,1,2025,679,127,114,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
89b0ca86-561a-4414-abf9-93b26b44c98b,110159,153005,1,2025,723,137,126,123,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
999c4bbf-2893-4111-8ce8-a5224267bf3e,110159,152004,1,2025,715.5,137,124,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9979e54a-5425-4387-a68d-b63522240723,110159,153004,1,2025,699.5,129,118,129.5,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
422b8129-62ce-4143-99e4-0d982fe53610,110159,152005,1,2025,701.5,131,124,126,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
2065c51a-92a0-4c53-8fa7-f02d284f0a7b,110159,151078,1,2025,720,150,103,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
a8eb756b-7940-471d-8c88-76e880671db6,110159,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
30b1acac-1038-4342-9355-70dd2abfa199,110130,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9d43f136-24fd-426a-a1f3-f85d0c5d13e0,110130,152003,1,2025,757,148,135,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5f9f585f-a64d-4aa9-a262-6b797265de26,110130,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
412b105d-7103-4b80-9473-fe756ec10f32,110130,102056,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
192c7351-739b-4d70-bd5c-e4ffbaefc53e,110130,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
76cafaf3-3efc-471c-b211-b665c7be69fe,110130,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f9a8a7e1-cdeb-49c8-a05d-bfed0a6d44b3,110130,152001,2,2025,740.5,140,121,147,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3de1fd27-b891-4537-a406-1704b752367d,110130,152002,1,2025,741.5,135,127,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
28fd065c-fd0b-4911-9d6f-7f37dc4b5f20,110130,153001,1,2025,733.5,137,128,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d1de5928-1c51-48bb-97e3-e1a4365d595e,110130,153005,1,2025,731.5,138,122,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
efc3e9ca-f361-41d3-9dbd-71465c5acb95,110130,152004,2,2025,701,133,123,121,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3095c31b-0440-4fc1-a388-ff58bb1c8b87,110130,153004,2,2025,717,132,129,124,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5032b1b0-65a9-46ba-b141-af04be882bb0,110130,152005,1,2025,754.5,142,129,139,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fc2d866d-6bd8-4035-bd84-62686fab0da5,110130,151078,1,2025,741,142,131,134,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3aa9073b-84f3-40fe-bc7f-ea3d92de1712,110130,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c79c7ad2-079f-44cf-99e3-23259a950cee,110047,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ba600eef-eac9-4c82-a3d3-723045f50a00,110047,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ff314b6a-704f-45c1-9450-fe0406fcd1cc,110047,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
64792534-9823-4160-bfcf-dfd6aedfe3fb,110047,102056,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
59741cfb-ab51-4183-a1d4-f4a9e9b70da9,110047,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
20f8912b-f455-470e-b262-1df69ade834e,110047,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
1fd589ef-b4ef-4b30-9995-83d558ccd00c,110047,152001,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
40dc534e-e21a-4878-949c-e67de95683c2,110047,152002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b7f8c547-378c-4112-a82a-40c0c89c00e0,110047,153001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9f48ab53-49aa-49ae-b343-ffd391933429,110047,153005,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dfb063d7-cbe6-4ecf-bad1-3d3b7cc94048,110047,152004,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
2d1f290f-5a92-4aaa-aae9-4491a847267f,110047,153004,2,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
345be4a2-2d82-4056-b78c-57a1d30ccbdb,110047,152005,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4e5d9e35-798e-4548-9ea8-126a696be7ef,110047,151078,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d60af8ca-52b5-4500-a4e0-afdb8d249295,110047,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
67f9e580-eea3-41c8-9998-ce7d16e7b243,110167,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
358ab478-1e17-4868-98b2-8eddc3ce07af,110167,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
439a5260-8d86-48a5-8bda-b4d25f759d9e,110167,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e12aa8f1-e7fb-42ad-96f1-d17e1bf419c0,110167,102056,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b047057d-e783-42c9-a4b8-950847036cc0,110167,152006,0,2025,732.5,135,118,146,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8c57a4aa-20fd-44c5-8018-4de642134875,110167,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dd63c870-e58f-40fe-8d41-405dba329ae1,110167,152001,4,2025,751,141,130,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8f0adf06-b08a-4377-9276-dbb36b07c164,110167,152002,3,2025,744,146,129,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
82c628bd-f100-4f47-b94e-a9ce450bd3b4,110167,153001,3,2025,731.5,145,119,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6a43314c-057e-40a4-a8d2-9e4d8691eb08,110167,153005,3,2025,724.5,140,116,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4f917f6e-b468-4e04-a961-d8e6a6b01812,110167,152004,4,2025,716.5,128,126,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6db8c5d9-9991-4dc0-b35b-804663f9bd17,110167,153004,3,2025,714.5,133,116,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
de0ff2ff-7e01-475f-8602-d85ec71a2faf,110167,152005,1,2025,755.5,146,130,142,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fbd86c54-1a40-4329-856e-098a0b914648,110167,151078,3,2025,733,135,130,129,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4035a144-9003-4fbd-ba15-2d1e88b883ac,110167,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
cc90b4e9-9a63-472b-85fc-bd5d7755f7a9,110019,042032,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6b4ac7b9-8073-4edf-9abf-d28dac1e11fb,110019,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
48a5de4e-8ce1-44f5-9bd7-03421a696c79,110019,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d1dd279b-ec9b-44a4-8d70-be194691763e,110019,102056,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3f3f2b52-5678-41cb-8eaa-ada80a505be2,110019,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d0286fb8-8b7d-4323-bda5-7f2bf84df04d,110019,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
39d153d0-8c5c-4197-9f76-aebcc9e63a03,110019,152001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c15cceaf-b2d9-4df3-a53a-ef61f166a43e,110019,152002,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
787d7023-af6f-4110-8e8f-c1520221eae9,110019,153001,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d657a8ea-1cd2-4ebb-8e26-da43bb170eb3,110019,153005,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b5a3ef26-1812-4dc5-acbe-4ce7551e776f,110019,152004,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
83df9d49-b6b7-4865-8676-2ac5eb712d9e,110019,153004,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
bd5aa280-03fb-41d5-a1e9-60aca601e55c,110019,152005,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b5d6f363-a5f5-4cbf-9628-3632302e9659,110019,151078,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
2aa41213-2b05-4b1f-9a3e-9a6cadced799,110019,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b19e1ae4-7e62-4fde-a653-a9556aab0ddd,110151,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4309842f-d155-47e1-a251-5d5d7ff65f08,110151,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
31d66676-73ef-4482-9f2f-28ae09f123c0,110151,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7ffe8b63-f0db-4657-b9ac-1791b7b11b24,110151,102056,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f0e6e8ba-cb98-41b4-b921-755439c2e82b,110151,152006,0,2025,736,139,128,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
796adb27-19d1-4e3c-bd6b-e71ed9c5976d,110151,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
858c7b8b-7563-4dbf-9976-4449d9f2f971,110151,152001,1,2025,758.5,145,129,147,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d0bda3f1-22a3-4990-b23e-962fce84e99c,110151,152002,1,2025,751,139,123,143,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9a6d1264-262b-426c-88d0-b64085489896,110151,153001,1,2025,737,129,130,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ee395b96-c36a-4bf6-a3ef-2ca39a1fc634,110151,153005,1,2025,725.5,134,124,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4a092d2a-e497-4b40-898e-2ac09abff8a7,110151,152004,2,2025,713.5,135,121,131,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0242a529-5c36-4f34-80d0-2b2ba69efec7,110151,153004,0,2025,721.5,124,126,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f6d4ca38-cc9e-4172-971b-2a5cc093f3c8,110151,152005,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7f42f70e-315d-4947-8b1d-2794b476033f,110151,151078,0,2025,734,134,130,127,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
553226ce-9fe1-4549-ac7a-46f10d9529c4,110151,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9502f772-3686-49d2-a732-4dc7f1620614,110103,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fb567e03-90d1-48e9-8e41-59530236973d,110103,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8c630ca1-1bc1-4ab6-ab6f-a7af7ad073b7,110103,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
213624b9-db2a-4b91-8191-f95c4f8ae756,110103,102056,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
f4036377-369f-4f3c-9792-e8f860a6a97d,110103,152006,0,2025,727.5,135,131,144,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
0645a06d-c1d3-4402-b919-37bad6b2ad27,110103,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e3bb0ae1-af83-4170-bed4-2bba310b3f49,110103,152001,2,2025,749,144,128,139,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
91e51a38-a785-4451-a959-fde169f97418,110103,152002,3,2025,729,129,130,139,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
2d02cf24-4a14-44eb-9ed4-bd7dfb945fd7,110103,153001,2,2025,719,137,118,134,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ce5cb00d-7b4d-468f-b379-db8c46a43d85,110103,153005,2,2025,718,133,128,124,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
85e640d8-883e-42ce-8af7-7abbcba3f94e,110103,152004,4,2025,701.5,137,112,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6aa8c5d3-dcc1-4372-a326-d5768c4e097b,110103,153004,2,2025,711,123,130,127.5,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fad13151-1981-47a9-8d03-1852b8945bad,110103,152005,1,2025,749.5,145,124,146,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
492ad2cb-e49b-41e1-b1a3-3afe59676dd3,110103,151078,2,2025,715.5,132,121,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
49f8216a-659d-45b2-96cf-a7bdb30f4008,110103,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d6b6d539-a266-4ca9-8eaa-463f51734afb,110163,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dab5f1ce-3163-4f79-a903-c96487af655a,110163,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d7af3885-e7be-42aa-8f7e-b5b0e38aeb4b,110163,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
6b867b59-7ebd-4a51-b5e1-95dddbc27364,110163,102056,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d6ffcaf9-3aff-4b93-9f55-1e9de4a9fa37,110163,152006,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8bc858a0-6e01-4429-8c1f-70097ac9c651,110163,155001,0,2025,755,140,133,142,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
54951bed-36d6-4d09-91de-0f1a0c4baae7,110163,152001,1,2025,746,137,136,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b2af3080-6d95-48a4-92d2-1fdc8e4dd65c,110163,152002,1,2025,743.5,138,128,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ead17eec-7411-49c1-a64b-81d1e543c7d7,110163,153001,1,2025,735,129,133,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8e3dafc1-ae9d-4f4d-96b5-169251cdaed3,110163,153005,2,2025,723.5,130,128,128,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
a67418c4-6fb2-4f33-a927-7e6a5a14962f,110163,152004,1,2025,705,122,131,120,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
8c808f1a-027d-4d25-adc7-a2fcc3858775,110163,153004,2,2025,705,132,124,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
051fbe8a-1af0-45a5-8191-c8b5628b4c77,110163,152005,1,2025,755.5,144,120,143,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
50710850-0825-48e0-8fb0-8c45ee495534,110163,151078,2,2025,728.5,143,120,146,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
36742698-9bc8-49d3-8e5b-d473f2a3dc95,110163,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
76f34d75-2541-4ea0-97ff-8fe2e22e059f,110097,042032,1,2025,757.5,150,121,144,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
be69d39b-8a42-4120-9edc-36bac9032970,110097,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
391d744d-aaf3-4f13-bf80-af16fb4da720,110097,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7c515d52-3da4-46de-b924-969b893d4d84,110097,102056,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
75288f30-c8b3-403d-8fde-216bda2fbde0,110097,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
359e4227-787d-4b58-bc6b-60523748bf17,110097,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
75bcebca-e51a-437c-8165-80a80e45f908,110097,152001,2,2025,750,146,124,138,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d156f4a4-fb7b-46dd-a97f-21c3d1253356,110097,152002,3,2025,742.5,136,129,140,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fd3832f5-a255-4e01-848e-2d9a79a93543,110097,153001,2,2025,732.5,133,133,132,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
85d603f5-802e-45a2-b09f-a045f0cb79e2,110097,153005,2,2025,728.5,136,125,131,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c1e77812-427b-4562-9fb8-cd7c7e59c0fc,110097,152004,4,2025,707,135,114,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
5c767d51-32a6-4060-a9b5-9572aba72d74,110097,153004,2,2025,716,132,121,138,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
002c66f8-1731-4e29-858b-2c629c597527,110097,152005,1,2025,750.5,135,133,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
e3b626da-3d92-4b18-8d26-b0f8d57361b5,110097,151078,2,2025,735,139,125,137,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
15b3a054-0411-4666-ab7c-b0243ce42de8,110097,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
3d7e43af-b4d1-4194-9f0c-6fd531b11b01,110076,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
bd4e0c89-6109-4876-9ca4-ed695172d936,110076,152003,1,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b4977e5a-2b5d-4fbc-a1fb-6e27a6a36853,110076,102057,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
90f09780-0d89-4d85-bfda-abee366a26e7,110076,102056,0,2025,758,150,132,141,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dfa87297-7689-4401-ae1b-1a9f927eb765,110076,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
265875df-26be-419d-beef-5f32ae62dc75,110076,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
fd0a504f-60a9-44e2-9ace-7cf9223d88de,110076,152001,5,2025,749.5,138,128,142,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
18372e4c-2247-466b-ae41-6197108e270a,110076,152002,5,2025,741.5,142,132,138,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
9efa8f30-abad-43d9-8196-6bee05ff7e64,110076,153001,6,2025,728,130,128,141,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
ba68d5fc-c3e7-4cc1-9b12-a8cf4142981e,110076,153005,4,2025,728.5,132,127,133,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
1345554d-70ac-4fa7-831e-642a054b785c,110076,152004,7,2025,723.5,138,117,136,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
cd4a200a-e9a8-4257-947e-ede8a4c67bf5,110076,153004,3,2025,713,127,129,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
94b71602-4b0e-4344-9a3b-54b91f43f758,110076,152005,1,2025,757,140,131,145,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
28c5386d-5aff-4936-afd1-92b1e54a3f89,110076,151078,4,2025,738.5,135,124,141,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
7307263b-8972-43f1-b217-17f9cbe7d2c7,110076,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c5368b47-c557-4f5d-944a-3757e65aafec,110162,042032,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
bb24fec6-757f-4f4e-9fc1-a5235d9ed19d,110162,152003,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
057f3046-161b-45ac-9332-0506f5841039,110162,102057,1,2025,757.5,143,130,145,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
96dd77ad-f122-4352-91ac-3392a9d43b6e,110162,102056,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
d016405d-9c26-471a-9bb4-8ffd0c627848,110162,152006,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
90496062-6f00-4af2-811c-2bc831febe77,110162,155001,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
38c24446-0a14-4a10-89dd-04e689a6e8e6,110162,152001,1,2025,738,130,129,139,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
b138ffae-8e08-49cb-b302-9465819bc23a,110162,152002,1,2025,731,142,125,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
4b0d77d4-debe-49bc-a915-60c6eb90c392,110162,153001,1,2025,709.5,128,122,130,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
c94a47cf-1ba8-4b98-bff0-9c4f89637bdc,110162,153005,1,2025,710,123,128,128,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
dfc3ff9a-f4ad-4e5e-9985-49234b356957,110162,152004,1,2025,709.5,123,128,125,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
18415888-3063-45b8-8d8b-1dc0b8783bb4,110162,153004,1,2025,709.5,125,120,134,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
14dffd24-39bf-4578-a338-18501d8d4722,110162,152005,1,2025,751.5,145,129,139,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
32a3b654-04f4-4257-bde1-73ce7b13b982,110162,151078,1,2025,726,127,126,135,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
34aad517-e267-425d-9ea6-b77878e83d88,110162,202002,0,2025,,,,,,,,,2026-02-01 00:31:23,2026-02-01 00:31:23
